"Site ID","Post ID",Title,Location,Type,"Post Name","Post Status"
1,44078,p117,https://shipstation.com/promos/p117/,promos,p117,publish
1,44079,p117t,https://shipstation.com/promos/p117t/,promos,p117t,publish
1,44080,p118,https://shipstation.com/promos/p118/,promos,p118,publish
1,44081,p118t,https://shipstation.com/promos/p118t/,promos,p118t,publish
1,44082,p119,https://shipstation.com/promos/p119/,promos,p119,publish
1,44083,p120,https://shipstation.com/promos/p120/,promos,p120,publish
1,44084,p121,https://shipstation.com/promos/p121/,promos,p121,publish
1,44085,p122,https://shipstation.com/promos/p122/,promos,p122,publish
1,44086,p119t,https://shipstation.com/promos/p119t/,promos,p119t,publish
1,44087,p120t,https://shipstation.com/promos/p120t/,promos,p120t,publish
1,44088,p121t,https://shipstation.com/promos/p121t/,promos,p121t,publish
1,44089,p122t,https://shipstation.com/promos/p122t/,promos,p122t,publish
1,44090,p123,https://shipstation.com/promos/p123/,promos,p123,publish
1,44091,p124,https://shipstation.com/promos/p124/,promos,p124,publish
1,44092,p125,https://shipstation.com/promos/p125/,promos,p125,publish
1,44093,p126,https://shipstation.com/promos/p126/,promos,p126,publish
1,44094,p123t,https://shipstation.com/promos/p123t/,promos,p123t,publish
1,44095,p124t,https://shipstation.com/promos/p124t/,promos,p124t,publish
1,44096,p125t,https://shipstation.com/promos/p125t/,promos,p125t,publish
1,44097,p126t,https://shipstation.com/promos/p126t/,promos,p126t,publish
2,8031,"High Volume Trial",https://shipstation.com/au/lp/high-volume-trial/,landing,high-volume-trial,publish
2,8033,"High Volume Shipping Plan",https://shipstation.com/au/high-volume-shipping-plan/,page,high-volume-shipping-plan,publish
2,8400,"Refer a Friend",https://shipstation.com/au/refer-a-friend/,page,refer-a-friend,publish
3,164,"Partner Shopify",https://shipstation.com/de/partner-shopify/,page,partner-shopify,publish
3,181,"Privacy Policy – Germany",https://shipstation.com/de/privacy-policy-germany/,page,privacy-policy,publish
3,185,"Terms of Service – Germany",https://shipstation.com/de/terms-of-service-germany/,page,terms-of-service,publish
3,200,"Cookie Policy",https://shipstation.com/de/cookie-policy/,page,cookie-policy,publish
3,242,"Partner Launch Checklist",https://shipstation.com/de/partner-launch-checklist/,page,partner-checkliste,publish
4,435,"Alliance Partners FR",https://shipstation.com/fr/alliance-partners-fr/,page,alliance-partners,publish
4,525,"Étude sur les tendances d'achat des fêtes de fin d'année",https://shipstation.com/fr/holiday-shopping-trends-report/,page,etude-sur-les-tendances-dachat-des-fetes-de-fin-dannee,publish
4,539,"Partner Launch Checklist",https://shipstation.com/fr/partner-launch-checklist/,page,partner-launch-checklist,publish
4,785,"Mirakl &#8211; FR",https://shipstation.com/fr/lp/mirakl-fr/,landing,mirakl,publish
6,584,"ShipStation Software for Canada",https://shipstation.com/ca/shipping-software-2/,page,shipping-software,publish
6,586,"Holiday Shopping Trends Report",https://shipstation.com/ca/holiday-shopping-trends-report/,page,holiday-shopping-trends-report,publish
6,614,"Discounted UPS® Shipping Labels",https://shipstation.com/ca/ups/,page,ups,publish
7,125,"LP Template for Paid Campaigns (NZ | Generic)",https://shipstation.com/nz/au-sem-generic/,page,nz-sem-generic,publish
8,810,"Back Market UK",https://shipstation.com/uk/partner-back-market-uk/,page,partner-back-market-uk,publish
8,870,Bluepark,https://shipstation.com/uk/partners/bluepark/,partners,bluepark,publish
8,1034,"A Shopify Merchant’s Shipping Guide for the UK",https://shipstation.com/uk/guides/shopify-merchant-shipping-guide-uk/,guides,shopify-merchant-shipping-guide-uk,publish
8,1062,"Contact Our Sales Team",https://shipstation.com/uk/contact-us/,page,contact-us,publish
8,1066,Experts,https://shipstation.com/uk/experts/,page,experts,publish
8,1074,Affiliate,https://shipstation.com/uk/affiliate/,page,affiliate,publish
8,1076,"Refer a Friend",https://shipstation.com/uk/refer-a-friend/,page,refer-a-friend,publish
8,1079,Webinars,https://shipstation.com/uk/webinars/,page,webinars,publish
8,1847,Mirakl,https://shipstation.com/uk/lp/mirakl/,landing,mirakl,publish
8,1914,"Print Shipping Labels",https://shipstation.com/uk/lp/print-shipping-labels/,landing,print-shipping-labels,publish
8,1915,"Shipping Services Ecommerce",https://shipstation.com/uk/lp/shipping-services-ecommerce/,landing,shipping-services-ecommerce,publish
